AUTHOR_ID,AUTHOR_NAME,TITLE ID,TITLE,LANGUAGE,GENRE,NUSHA,NUSHA_META,NUSHA_DATE,NUSHA_DIMENSION,BASKI,BASKI_META,BASKI_PLACE,PUBLISHER,BASKI_DATE,BASKI_DIMENSION,CONTENT_LOCATION,BIBLIOGRAPHY,KEYWORDS
0,ANONYMOUS,,Haritası,T,MAP,NO,,,,YES,"1139/1726, (yayın Faik Reşit Unat, Maarif Matbaası 1941, [Tarih Vesikaları c. I, s. 2'den ayrı basım]), 52x70(27x20) cm, BKHK, nr. 280, BKHK, I, 243.",,,1139/1726; 1941,52x70(27x20) cm,,,
0,ANONYMOUS,,Akpınar Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası 1914, 50x40cm. ölçeksiz. IRCICA: no: 597.",,,1914,50x40cm,İstanbul,,
0,ANONYMOUS,,Akpınar Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası 1331, 52x47 cm. ölçek: 1: 25 ",,,1331,52x47 cm,İstanbul,,
0,ANONYMOUS,,Aksâ-yı Şark Dârü'l-Harekâtı Haritası,T,MAP,NO,,,,YES,"tsz, 56x80 cm, ölçeksiz. AMHK, s. 1.",,,,56x80 cm,,,
0,ANONYMOUS,,Aksâ-yı Şark Dârülharekâtı Haritası,T,MAP,NO,,,,YES,"İstanbul, İbrahim Hilmi Matbaası, 1320, 67x57(30x21) cm, ölçek: 1:5000000, BKHK, nr. 185, BKHK, I, 241.
658",,,1320,67x57(30x21) cm,İstanbul,,
0,ANONYMOUS,,Aksâ-yı Şark Dârülharekâtı Haritası,T,MAP,NO,,,,YES,"İstanbul, İslam-ı Askerî Matbaası, tsz. 54x68(21x28) cm, ölçek: 1:5000000, BKHK, nr. 30-1208, BKHK, I, 242.",,,,54x68(21x28) cm,İstanbul,,
0,ANONYMOUS,,Aksâ-yı Şark Dârülharekâtı Haritası,T,MAP,NO,,,,YES,"İstanbul, İbrahim Hilmi Matbaası, 1321, 42x27(27x73) cm, ölçek: 1:18000000, BKHK, nr. 187, BKHK, 1,241.",,,1321,42x27(27x73) cm,İstanbul,,
0,ANONYMOUS,,Aksâ-yı Şark Darülharb Haritası Mançurya-Kore,T,MAP,NO,,,,YES,"İstanbul, A. Asaduryan Matbaası, 1320, 54x78(35x22) cm, ölçek: 1:2000000, BKHK, nr. 186, BKHK, I, 257.",,,1320,54x78(35x22) cm,İstanbul,,
0,ANONYMOUS,,Akşehir Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umumiye Matbaası, 1327/1909, 53,5x43 cm, ölçek. 1:200 ",,,1327/1909,"53,5x43 cm",Akşehir; İstanbul,,
0,ANONYMOUS,,Alâiye Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası, 1915, 72x46 cm, ölçek. 1:400 ",,,1915,72x46 cm,İstanbul,,
0,ANONYMOUS,,Alâiye Haritası,T,MAP,NO,,,,YES,". 1331/1913, 55x75 cm, ölçeksiz. AMHK, s. 1.",,,1331/1913,55x75 cm,,,
0,ANONYMOUS,,Alâiye Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1331, 47x62(25x17) cm, ölçek: 1:400000,
659
BKHK, nr. 1172 ve 928, BKHK, I, 205.",,,1331,47x62(25x17) cm,İstanbul,,
0,ANONYMOUS,,Alaşehir Haritası,T,MAP,NO,,,,YES,"tsz, 35x29(20x25) cm, ölçek: 1:210000, BKHK, nr. 963, BKHK, I, ",,,,35x29(20x25) cm,,,
0,ANONYMOUS,,Osmanlı Devleti Topraklarını Gösteren Umumî Harita,T,MAP,NO,,,,YES,"1328, 123x93 cm, ölçek: 1: 3 000 ",,,,123x93 cm,,,
0,ANONYMOUS,,Ali Bey Köyü ve Çobançeşmesi Civarı Haritası,T,MAP,YES,*,,,NO,,,,,,,,
0,ANONYMOUS,,Almanya Haritası,T,MAP,NO,,,,YES,"1311/1895, 42x32 cm, ölçek:l: 3 500 ",,,1311/1895,42x32 cm,Almanya,,
0,ANONYMOUS,,Senesi Ticaretini Gösterir Harita,T,MAP,NO,,,,YES,"tsz, 58x68(31x18) cm, ölçeksiz. BKHK, nr. 1307, BKHK, I, 31.",,,,58x68(31x18) cm,,,
0,ANONYMOUS,,‘Amâra Haritası,T,MAP,NO,,,,YES,"Erkân-ı Harbiye-i Umumî Matbaası, 1331/1912, 58x46 cm, ölçek. 1:500 ",,,1331/1912,58x46 cm,,,
0,ANONYMOUS,,Amerika Haritası,T,MAP,NO,,,,YES,"tsz.,68,5x49,5 cm, ölçek. 1:35 000 ",,,,"68,5x49,5 cm",Amerika,,
0,ANONYMOUS,,"ı
Amerika-yı Cenubî Haritası",T,MAP,NO,,,,YES,"Mekteb-i Fünün-ı Harbiye Matbaası, 45x36(28x20) cm, ölçek: 1:2000000, BKHK, nr. 35, BKHK, I, 259.",,,,45x36(28x20) cm,Amerika,,
0,ANONYMOUS,,Anadolu Haritası,T,MAP,NO,,,,YES,"tsz.,157x97,5 cm, ölçek. 1:1 500 ",,,,"157x97,5 cm",Anadolu,,
0,ANONYMOUS,,Anadolu Haritası,T,MAP,NO,,,,YES,"1270/1854, 75x160 cm, ölçeksiz. AMHK, s. 1.",,,1270/1854,75x160 cm,Anadolu,,
0,ANONYMOUS,,Anadolu Haritası,T,MAP,NO,,,,YES,"1302/1886, 100x160 cm, ölçek: 1: 500 ",,,1302/1886,100x160 cm,Anadolu,,
0,ANONYMOUS,,Anadolu Haritası,T,MAP,NO,,,,YES,"İstanbul Mekteb-i Fünun-u Harbiyye, 1267, 60x87(21x15) cm, ölçek: 25 saat-i Osmani, BKHK, nr. 239, BKHK, I, 246.",,,1267,60x87(21x15) cm,Anadolu; İstanbul,,
0,ANONYMOUS,,Anadolu Plânı,T,MAP,NO,,,,YES,"1331/1915, 22x56 cm, ölçeksiz. AMHK, s. 1.
yJjJaUÎ
661",,,1331/1915,22x56 cm,Anadolu,,
0,ANONYMOUS,,Anadolu ve Rumeli Haritası,T,MAP,NO,,,,NO,,,,,,Anadolu; Rumeli,,
0,ANONYMOUS,,Anadolu-yı Şahane Haritası,T,MAP,NO,,,,YES,"tsz. 54x40(21x15) cm, ölçeksiz, BKHK, nr. 234, BKHK, I, 243.",,,,54x40(21x15) cm,Anadolu,,
0,ANONYMOUS,,Anadolu-yı Şahane Serhaddi Dârülharekât Haritası,T,MAP,NO,,,,YES,"1321/1905, 67x100 cm, ölçek: 1: 840 ",,,1321/1905,67x100 cm,Anadolu,,
0,ANONYMOUS,,Anafarta-i Sagîr Haritası,T,MAP,NO,,,,YES,"1331/1915, 120x60 cm, ölçek:l: 50 ",,,1331/1915,120x60 cm,,,
0,ANONYMOUS,,"î
Anafarta-i Sagîr Haritası",T,MAP,NO,,,,YES,"1331/1915, 45x60 cm, ölçek: 1: 25 ",,,1331/1915,45x60 cm,,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"1332/1916, 48x60 cçı, ölçek:!: 1 000 ",,,1332/1916,,Ankara,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umumiye Matbaası, 1327/1909, 53,5x43 cm, ölçek. 1:200 ",,,1327/1909,"53,5x43 cm",Ankara; İstanbul,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-1 Harbiye-i Umûmiye Matbaası, 1915, 46x71 cm, ölçek. 1:400 ",,,1915,46x71 cm,Ankara; İstanbul,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1916, 40x51 cm, ölçek. 1:400 ",,,1916,40x51 cm,Ankara; İstanbul,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1332, 42x53(25x16) cm, ölçek: 1:1000000, BKHK, nr. 1184, BKHK, I, 62.",,,1332,42x53(25x16) cm,Ankara; İstanbul,,
0,ANONYMOUS,,Ankara Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umumiye Matbaası, 1331, 47x73(21x19) cm, ölçek: 1:2000000, nr. 496, BKHK, I, 63.
(T):
Arap Yarımadası, Habeş Vilâyeti, Kızıl Deniz, Basra Körfezi Haritası
Arabistan, Habeş Vilayeti, Kızıl Denizi ve Basra Körfezi'ni ihtiva eden bir haritadır. Mısır'da Dâr al-Kutub al-Vataniyya'de bulunmaktadır. Tarazı, II, 267.",,,1331,47x73(21x19) cm,Ankara; Arabistan; Arap Yarımadası; Basra; Basra Körfezi; İstanbul; Kızıl Deniz,,
0,ANONYMOUS,,"Arap Yarımadası, Şimalî Afrika, Nil Nehri Haritası",T,MAP,NO,,,,YES,"tsz, 58x44 cm, ölçek. 1:14 500 ",,,,58x44 cm,Afrika; Arap Yarımadası; Nil,,
0,ANONYMOUS,,Arap Yarımadası ve İran Haritası,T,MAP,NO,,,,YES,"tsz. 62x44,5 cm. IRCICA no.342.",,,,"62x44,5 cm",Arap Yarımadası; İran,,
0,ANONYMOUS,,Arnavutköy Haritası,T,MAP,NO,,,,YES,"tsz, 50x40 cm, ölçek. 1:25 ",,,,50x40 cm,,,
0,ANONYMOUS,,Artvin Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",,,
0,ANONYMOUS,,Artvin Haritası,T,MAP,NO,,,,YES,"1332/1916, 50x60 cm, ölçek: 1: 200 ",,,1332/1916,50x60 cm,,,
0,ANONYMOUS,,Artvin Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1330, 43x53(16x25) cm, ölçek: 1:",,,1330,43x53(16x25) cm,İstanbul,,
0,ANONYMOUS,,Asya Haritası,T,MAP,NO,,,,YES,"1308/1892, 50x45 cm, ölçek: 1: 30 000 ",,,1308/1892,50x45 cm,Asya,,
0,ANONYMOUS,,Asya Haritası,T,MAP,NO,,,,YES,"1309/1893, 55x45 cm, ölçek: 1: 30 000 ",,,1309/1893,55x45 cm,Asya,,
0,ANONYMOUS,,Asya Haritası,T,MAP,YES,"*Kandilli Rasathanesi, nr.571/1: 433x360 mm. ebadında. KRKYEK, II, 103.",,,NO,,,,,,Asya,,
0,ANONYMOUS,,Asya Haritası,T,MAP,NO,,,,YES,"tsz, 68,5x49,5 cm, ölçek. 1:18 886 ",,,,"68,5x49,5 cm",Afrika; Asya; Avrupa; Avusturya; Cezayir; Rusya,,
0,ANONYMOUS,,"Bir Kısmının
Haritasıdır",T,MAP,YES,"*BKHK, nr. 4: 1262, 148x280(35x37) cm, ölçek: 15'i 1 derece olmak üzere Nemçe mili.
BKHK, I, ",1262,148x280(35x37) cm,NO,,,,,,Bulgaristan,,
0,ANONYMOUS,,"Vâki Memâlik-i Osmaniye
Haritası",T,MAP,NO,,,,YES,"Mekteb-i Mansure, 1254, 123x102(19x27) cm, ölçeksiz, BKHK, nr. 479, BKHK, I, ",,,1254,123x102(19x27) cm,Asya; Avrupa; Osmaniye,,
0,ANONYMOUS,,"Kebir Enhâr ve Kasaba ve Şehirleri Mübeyyin
Haritadır",T,MAP,NO,,,,YES,"İstanbul, Mühendishane-i Berri-i Hümayun Matbaası, 1267, 238x240(7x30) cm, ölçeksiz, BKHK, nr. 2, BKHK, 1,243.",,,1267,238x240(7x30) cm,İstanbul,,
0,ANONYMOUS,,Avrupa Haritası,T,MAP,NO,,,,YES,"1307/1885, 40x50 cm, ölçek:!: 2 000 ",,,1307/1885,40x50 cm,Avrupa,,
0,ANONYMOUS,,Avrupa Haritası,T,MAP,NO,,,,YES,"İstanbul, Mahmud Bey Matbaası, 1309, 32x42(21x15) cm, ölçek: 1:",,,1309,32x42(21x15) cm,Avrupa; İstanbul,,
0,ANONYMOUS,,Avrupa Haritası,T,MAP,NO,,,,YES,"1309/1893, 42x32 cm, ölçek:l: 10 000 ",,,1309/1893,42x32 cm,Avrupa,,
0,ANONYMOUS,,Avrupa Haritası,T,MAP,NO,,,,YES,"1314/1898, 105x135 cm, ölçek:l: 4 500 ",,,1314/1898,105x135 cm,Avrupa,,
0,ANONYMOUS,,"Avrupa İkliminde Devlet-i Aliyye'nin Hükmünde Olan Yerler
Haritası",T,MAP,YES,"^Kandilli Rasathanesi, nr.573/1: 54x73,6 cm. KRKYEK, II, 105.",,"54x73,6 cm",NO,,,,,,Avrupa; İtalya; Rusya,,
0,ANONYMOUS,,Avustralya Haritası,T,MAP,NO,,,,YES,"1307/1891, 53x42 cm, ölçeksiz. AMHK, s. 2.",,,1307/1891,53x42 cm,Avustralya,,
0,ANONYMOUS,,Avustralya Haritası,T,MAP,NO,,,,YES,"1309/1893, 46x56 cm, ölçeksiz. AMHK, s. 2.",,,1309/1893,46x56 cm,Avustralya,,
0,ANONYMOUS,,Avustralya Haritası,T,MAP,NO,,,,YES,"1311/1895, 50x40 cm, ölçek: 1: 2 500 ",,,1311/1895,50x40 cm,Avustralya,,
0,ANONYMOUS,,Avustralya Haritası,T,MAP,NO,,,,YES,"tsz, 68,5x49,5 cm, ölçek. 1:20 000 ",,,,"68,5x49,5 cm",Avustralya,,
0,ANONYMOUS,,Avusturya- Macaristan Haritası,T,MAP,NO,,,,YES,"1310/1894, 33x43 cm, ölçek: 1: 3 500 ",,,1310/1894,33x43 cm,Avusturya; Macaristan,,
0,ANONYMOUS,,Avusturya- Macaristan Haritası,T,MAP,NO,,,,YES,"1327/1911, 55x73 cm, ölçek:l: 1 500 ",,,1327/1911,55x73 cm,Avusturya; Macaristan,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"1328/1912, 50x60 cm, ölçek: 1: 200 ",,,1328/1912,50x60 cm,Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1332, 43x53(16x25) cm, ölçek: 1:200000, BKHK, nr. 1103, BKHK, I, 56.",,,1332,43x53(16x25) cm,Aydın; İstanbul,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1336, 43x53(16x25) cm, ölçek: 1:",,,1336,43x53(16x25) cm,Aydın; İstanbul,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"tsz, 29x35(25x29) cm, ölçek: 1:",,,,29x35(25x29) cm,Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"Mühendishane-i Berri-i Hümayun Matbaası, tsz, 24x28(21x12) cm, ölçeksiz, BKHK, nr. 1294-1301-1311, BKHK, I, 57.",,,,24x28(21x12) cm,Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"tsz, 71x57(28x21), ölçeksiz, nr. BKHK, 351, BKHK, I, 57.
667",,,,,Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"tsz, 72x66(20x16) cm, ölçeksiz, BKHK, nr. 1210, BKHK, I, 57.",,,,72x66(20x16) cm,Aydın,,
0,ANONYMOUS,,Aydın Haritası,T,MAP,NO,,,,YES,"tsz, 50x40(25x20) cm, ölçeksiz, BKHK, nr. 71, BKHK, I, ",,,,50x40(25x20) cm,Aydın,,
0,ANONYMOUS,,Eder Harita,T,MAP,YES,"BKHK, nr. 342: tsz., 73x65(19x17) cm, ölçek: 1:",,73x65(19x17) cm,NO,,,,,,,,
0,ANONYMOUS,,Ayvalık Haritası,T,MAP,NO,,,,YES,"1328/1912, 50x67 cm, ölçek: 1: 200 ",,,1328/1912,50x67 cm,,,
0,ANONYMOUS,,Ayvalık Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaaası, 1328, 53x43(16x25) cm, ölçek: 1:200000, BKHK, nr. 1003-1005, BKHK, I, 57.",,,1328,53x43(16x25) cm,İstanbul,,
0,ANONYMOUS,,Ayvalık Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",,,
0,ANONYMOUS,,Aziziye Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umumiye Matbaası, 1327/1909, 53,5x43 cm, IRCICA, no: 32. ölçek. 1:200 000.",,,1327/1909,"53,5x43 cm",Aziziye; İstanbul,,
0,ANONYMOUS,,Bafra Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",Bafra,,
0,ANONYMOUS,,Bağdad- Basra Haritası,T,MAP,NO,,,,YES,"1264/1848, 138x60 cm, ölçeksiz. AMHK, s. 2.
dajjja. — JİjJLj",,,1264/1848,138x60 cm,Bağdad; Basra,,
0,ANONYMOUS,,Bağdad Şehri Krokisi,T,MAP,YES,"*Revan Köşkü, nr. 1818: 240x216 cm. Ebadındaki bez üzerine çizilmiştir. F. Karatay, TY, nr.",,240x216 cm,NO,,,,,,Bağdad; Karadağ; Kerkük,"E.H. Van De Waal, ""Manuscript Maps in the Topkapı Sarayı Library, İstanbul"", Imago Mundi, XXIII, 1969, s. 87.",
0,ANONYMOUS,,Bağdad Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x44 cm, ölçek. 1:500 ",,,,"53,5x44 cm",Bağdad,,
0,ANONYMOUS,,Bağdad Vilâyeti Haritası,T,MAP,NO,,,,YES,"tsz. 32x34(25x21) cm, ölçek: 1:1500000, BKHK, nr. 879, BKHK, I, 217.",,,,32x34(25x21) cm,Bağdad,,
0,ANONYMOUS,,Bağdad Vilâyeti Haritası,T,MAP,NO,,,,YES,"Mühendishane-i Berri-i Hümayun Matbaası, tsz. 32x34(25x21) cm, ölçek: 1:1750000, BKHK, nr. 1298, BKHK, I, 217.",,,,32x34(25x21) cm,Bağdad,,
0,ANONYMOUS,,Bahçeköy Belgrad Ormanı Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası 1916, 50x40 cm, ölçek. 1:25 ",,,1916,50x40 cm,Belgrad; İstanbul,,
0,ANONYMOUS,,Bahçeköy Haritası,T,MAP,NO,,,,YES,"1330/1914, 50x60 cm, ölçek: 1: 25 ",,,1330/1914,50x60 cm,,,
0,ANONYMOUS,,Bahçeköy Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1330, 45x53cm, ölçek: 1:",,,1330,45x53cm,İstanbul,,
0,ANONYMOUS,,Bahr-ı Sefid Boğazı Asyâ-yı Osmânı Haritası,T,MAP,NO,,,,YES,"İstanbul Erkân-ı Harbiye-i Umûmiye Matbaası, 1331, 48x71(29x29) cm, ölçek. 1:10 000, BKHK, nr. 23, BKHK, 1,251.",,,1331,48x71(29x29) cm,İstanbul,,
0,ANONYMOUS,,Bahr-i Siyah Boğazı Haritası,T,MAP,NO,,,,YES,"Mühendishanei Berri-i Hümayun Matbaası tsz, 45x29(28x21) cm, Ölçeksiz, BKHK, nr. 1326, BKHK, I, 63.",,,,45x29(28x21) cm,Bahr-i Siyah,,
0,ANONYMOUS,,Bahr-i Siyah Haritası,T,MAP,NO,,,,YES,"Mekteb-i Harbiye-i Şahane, 1256, 77x54 cm, ölçeksiz, BKHK, nr. 451, BKHK, I, 254.",,,1256,77x54 cm,Bahr-i Siyah,,
0,ANONYMOUS,,Bahr-i Siyah- Şarkî Anadolu Haritası,T,MAP,NO,,,,YES,"tsz. 67x102(18x13) cm, ölçek: 1:840000, BKHK, nr. 330, BKHK, I, 209.",,,,67x102(18x13) cm,Anadolu,,
0,ANONYMOUS,,Bakırköy (Makri Köy) Haritası,T,MAP,NO,,,,YES,"1330/1914, 50x60 cm, ölçek: 1: 25 ",,,1330/1914,50x60 cm,,,
0,ANONYMOUS,,Balıkesir Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",Balıkesir,,
0,ANONYMOUS,,Balıkesir Haritası,T,MAP,NO,,,,YES,"1335/1919, 48x60 cm, ölçeksiz. AMHK, s. 2.",,,1335/1919,48x60 cm,Balıkesir,,
0,ANONYMOUS,,Balıkesir Haritası,T,MAP,NO,,,,YES,"1338/1922, 43x102 cm, ölçeksiz. AMHK, s. 2.",,,1338/1922,43x102 cm,Balıkesir,,
0,ANONYMOUS,,Balıkesir Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umumiye Matbaası, 1328, 43x53(16x25) cm, ölçek: 1:",,,1328,43x53(16x25) cm,Balıkesir; İstanbul,,
0,ANONYMOUS,,Balıkesir Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1336, 43x53(25x16) cm, ölçek: 1:",,,1336,43x53(25x16) cm,Balıkesir; İstanbul,,
0,ANONYMOUS,,Balkan Harbinde Avrupâ-yı Osmânı Haritası,T,MAP,NO,,,,YES,"tsz, 93x80 cm, ölçek: 1: 500 ",,,,93x80 cm,,,
0,ANONYMOUS,,Balkan Şibh-i Ceziresi Haritası,T,MAP,NO,,,,YES,"6İİİU
Matbaa-yı Osmani, tsz., 76x89(24x21) cm, ölçek: 1:",,,,76x89(24x21) cm,,,
0,ANONYMOUS,,Haritası,T,MAP,NO,,,,YES,"tsz, 62x44 cm, ölçek yok, IRCICA, no:341",,,,62x44 cm,,,
0,ANONYMOUS,,Balkanlar Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Umumiye Reisliği, 1305/1887, 150x90 cm, no: 808. ölçek. 1:300 ",,,1305/1887,150x90 cm,İstanbul,,
0,ANONYMOUS,,"
Balkanlar Haritası",T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Umumiye Reisliği, 1305/1887, 200x90 cm, no: 809. ölçek. 1:300 ",,,1305/1887,200x90 cm,İstanbul,,
0,ANONYMOUS,,"
Balkanlar Haritası",T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Umumiye Reisliği, 1290/1873, 150x90 cm, no: 811. ölçek. 1:300 ",,,1290/1873,150x90 cm,İstanbul,,
0,ANONYMOUS,,"
Balkanlar Haritası",T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Umumiye Reisliği, 1305/1887, 194x89 cm, no: 810. ölçek. 1:300 ",,,1305/1887,194x89 cm,İstanbul,,
0,ANONYMOUS,,"
Bandırma Haritası",T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası, 1327/1909, 53,5x43 cm, ölçek. 1:200 ",,,1327/1909,"53,5x43 cm",İstanbul,,
0,ANONYMOUS,,Bandırma Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1328, '53x43(16x25) cm, ölçek: 1:200000, BKHK, nr. 389-1018-1021, BKHK, I, 57.",,,1328,53x43(16x25) cm,İstanbul,,
0,ANONYMOUS,,Bargiri Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",,,
0,ANONYMOUS,,Bargiri (Muradiye) Haritası,T,MAP,NO,,,,YES,"1331/1915, 50x60 cm, ölçek: 1: 200 ",,,1331/1915,50x60 cm,,,
0,ANONYMOUS,,Bargiri- Bayezid Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1330, 43x53(16x25) cm, ölçek: 1:200000 BKHK, nr. 367-383, 965, BKHK, I, 209, 210.",,,1330,43x53(16x25) cm,İstanbul,,
0,ANONYMOUS,,Bargiri- Bayezid Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1332, 43x53(16x25) cm, BKHK, nr. 1015,
BKHK, I, 210",,,1332,43x53(16x25) cm,İstanbul,,
0,ANONYMOUS,,Basra Haritası,T,MAP,NO,,,,YES,"tsz, 58x46 cm, ölçek. 1:500 ",,,,58x46 cm,Basra,,
0,ANONYMOUS,,Basra Vilâyeti Haritası,T,MAP,NO,,,,YES,"tsz, 24x20(13x19) cm, ölçek: 1:1500000, BKHK, nr. 869, BKHK, I, 255.",,,,24x20(13x19) cm,Basra,,
0,ANONYMOUS,,Basra Vilâyeti Haritası,T,MAP,NO,,,,YES,"Mühendishane-i Berri-i Hümayun Matbaası, tsz, 46x32(28x20) cm, ölçek: 1:400000, BKHK, nr. 1286, BKHK, 1,217.",,,,46x32(28x20) cm,Basra,,
0,ANONYMOUS,,Başıbüyük Cebhânesi ve Etrafı Haritası,T,MAP,YES,"*Hazine, nr. 1864: İpek kumaş üzerine yapıştırılmış kartona çizilmiştir. 10,5x1,12 m.
F.Karatay, TY, nr.1436; Manuscript Maps in the Topkapı Saray Library, s. 87.",,,NO,,,,,,,,
0,ANONYMOUS,,Başkale Haritası,T,MAP,NO,,,,YES,"1331/1915, 50x60 cm, ölçek: 1: 200 ",,,1331/1915,50x60 cm,Başkale,,
0,ANONYMOUS,,Başkale Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",Başkale,,
0,ANONYMOUS,,Başkale Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1330, 43x53(16x25) cm, ölçek: 1:200000, BKHK, nr. 375-380-1014, BKHK, I, 210.",,,1330,43x53(16x25) cm,Başkale; İstanbul,,
0,ANONYMOUS,,Bâyezid Haritası,T,MAP,NO,,,,YES,"tsz, 53,5x43 cm, ölçek. 1:200 ",,,,"53,5x43 cm",,,
0,ANONYMOUS,,Bâyezid Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1326, 43x53(16x25) cm, ölçek: 1:",,,1326,43x53(16x25) cm,İstanbul,,
0,ANONYMOUS,,Bâyezid Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkân-ı Harbiye-i Umûmiye Matbaası, 1332, 43x53(16x25) cm, ölçek: 1:",,,1332,43x53(16x25) cm,İstanbul,,
0,ANONYMOUS,,Bâyezid Haritası,T,MAP,NO,,,,YES,"İstanbul Şehremaneti 1327, 31x98 cm, ölçek: zirai Osmaniye mikyası, BKHK, nr. 3609, BKHK, II, 7.
674",,,1327,31x98 cm,İstanbul; Osmaniye,,
0,ANONYMOUS,,Bayezid- İğdır Haritası,T,MAP,NO,,,,YES,"1330/1914, 50x60 cm, ölçekli: 200 ",,,1330/1914,50x60 cm,,,
0,ANONYMOUS,,Bayezid Haritası,T,MAP,NO,,,,YES,"tsz.,54x53 cm, ölçek. 1:250 ",,,,54x53 cm,,,
0,ANONYMOUS,,Haritası,T,MAP,YES,"*Tiirk- İslam Eserleri Müzesi, nr. 3338: 150x 345 cm. İstinsahı 1815-",1815,,NO,,,,,,Bulgaristan,,
0,ANONYMOUS,,Berat Haritası,T,MAP,NO,,,,YES,"tsz., 63x71 cm, ölçek. 1:210 ",,,,63x71 cm,Berat,,
0,ANONYMOUS,,Beyce Haritası,T,MAP,NO,,,,YES,"İstanbul, Erkan-ı Harbiye-i Umûmiye Matbaası, 1327/1909, 53,5x43 cm, ölçek. 1:200 ",,,1327/1909,"53,5x43 cm",İstanbul,,
